set nodes := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 ;
set pipes := 1 2 3 4 5 6 7 8 9 10 11 12 ;
param : arcs : L :=
2    63    116.5
3    2    93.42
4    65    26.22
5    20    27.98
6    36    15.57
7    48    57.55
8    47    19.8
9    82    37.49
10    81    181.8
11    37    43.97
12    49    139.4
13    76    38.55
14    45    18.53
15    57    68.01
16    18    37.86
17    45    27.2
18    75    23.38
19    64    15.58
20    50    53.81
21    7    82.49
22    62    19.81
23    34    16.24
24    78    70.57
25    43    9.669
26    59    16.33
27    66    67.4
28    31    29.93
29    11    70.68
30    52    28.63
31    58    35.52
32    77    45.22
33    40    33.17
34    32    33.93
35    16    10.42
36    43    8.325
37    5    30.63
38    60    32.33
39    35    14.81
40    13    40.19
41    35    58.59
42    32    26.91
43    14    2.55
44    26    107.8
45    55    25.12
46    21    36.17
47    55    17.05
48    66    109.8
49    31    39.3
50    22    38.44
51    41    41.63
52    39    15.45
53    25    11.39
54    64    60.38
55    62    17.93
56    30    16.38
57    72    123.7
58    4    21.62
59    19    51.18
60    16    10.94
61    50    41.35
1    62    18.2
63    40    23
64    42    51.51
65    23    32.22
66    58    48.13
67    46    179.6
68    80    2.023
69    54    209.8
70    12    31.93
71    68    111.9
72    56    23.1
73    57    177
74    67    54.76
75    17    20.35
76    38    42.13
77    33    33.69
78    44    106.9
79    69    553.2
80    67    77.89
81    3    135.1
82    81    45.02
83    70    80.77
39    16    24.74
52    56    42.72
56    41    85.39
51    76    106.2
24    69    281.2
41    60    60.63
26    63    69.65
72    51    81.23
24    3    289.4
42    77    51.72
59    64    63.94
21    48    108.2
78    26    203
21    27    159.9
4    66    49.86
62    17    32.16
57    51    181.1 ;

param d :=
1   63
2   75
3   90
4   110
5   125
6   140
7   160
8   180
9   200
10   250
11   280
12   315 ;

param E :=
1   45
2   17
3   16
4   11
5   13
6   19
7   13
8   16
9   11
10   10
11   14
12   15
13   8
14   13
15   11
16   15
17   10
18   15
19   18
20   18
21   17
22   12
23   18
24   19
25   17
26   15
27   10
28   16
29   16
30   17
31   22
32   16
33   15
34   15
35   17
36   16
37   11
38   18
39   20
40   14
41   9
42   12
43   15
44   20
45   16
46   17
47   15
48   18
49   17
50   20
51   14
52   13
53   19
54   20
55   23
56   14
57   16
58   9
59   15
60   14
61   13
62   13
63   16
64   23
65   14
66   16
67   15
68   13
69   22
70   14
71   18
72   11
73   19
74   11
75   12
76   16
77   23
78   22
79   8
80   11
81   16
82   12
83   13 ;

param P :=
1   0
2   0
3   0
4   0
5   0
6   0
7   0
8   0
9   0
10   0
11   0
12   0
13   0
14   0
15   0
16   0
17   0
18   0
19   0
20   0
21   0
22   0
23   0
24   0
25   0
26   0
27   0
28   0
29   0
30   0
31   0
32   0
33   0
34   0
35   0
36   0
37   0
38   0
39   0
40   0
41   0
42   0
43   0
44   0
45   0
46   0
47   0
48   0
49   0
50   0
51   0
52   0
53   0
54   0
55   0
56   0
57   0
58   0
59   0
60   0
61   0
62   0
63   0
64   0
65   0
66   0
67   0
68   0
69   0
70   0
71   0
72   0
73   0
74   0
75   0
76   0
77   0
78   0
79   0
80   0
81   0
82   0
83   0 ;

param D :=
1   -493.13487
2   0.0451
3   0.111
4   0.021
5   0.0126
6   0.00335
7   0.0301
8   0.00426
9   0.00806
10   0.0391
11   0.0247
12   0.0368
13   0.0169
14   0.00453
15   0.0146
16   0.0181
17   0.0171
18   0.0132
19   0.0144
20   0.0176
21   0.0831
22   0.0125
23   0.0104
24   0.138
25   0.00453
26   0.0853
27   0.0489
28   0.00644
29   0.0152
30   0.00968
31   0.0225
32   0.0228
33   0.0144
34   0.0108
35   0.018
36   0.00514
37   0.016
38   0.016
39   0.0118
40   0.0207
41   0.0529
42   0.028
43   0.00442
44   0.0462
45   0.0152
46   0.0464
47   0.00792
48   0.0592
49   0.0384
50   0.0287
51   0.0882
52   0.0187
53   0.00245
54   0.0581
55   0.0129
56   0.036
57   0.118
58   0.0226
59   0.0283
60   0.0223
61   0.00889
62   0.0189
63   0.045
64   0.0412
65   0.0126
66   0.0592
67   0
68   0.17
69   0.17
70   0.17
71   0.17
72   0.456
73   0.354
74   0.11
75   0.0875
76   0.224
77   0.157
78   0.457
79   0.664
80   122
81   122
82   122
83   122 ;

param C :=
1   116
2   172
3   231
4   340
5   461
6   576
7   750
8   945
9   1113
10   1762
11   2210
12   2794 ;

param R :=
1   140
2   140
3   140
4   140
5   140
6   140
7   140
8   140
9   140
10   140
11   140
12   140 ;

param Source:= 1 ;
