set nodes := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 ;
set pipes := 1 2 3 4 5 6 7 8 9 10 11 12 ;
param : arcs : L :=
2    11    36.61
3    43    68.93
4    37    95.07
5    53    3.553
6    48    11.28
7    4    141.1
8    72    153.5
9    23    26.94
10    70    52.47
11    29    46.25
12    41    26.07
13    39    50.35
14    52    22.68
15    64    88.92
56    16    30.7
17    58    35.87
18    47    110.9
19    11    43.91
20    19    45.55
21    41    30.15
22    43    87.42
23    24    44.35
24    40    16.27
25    33    82.72
26    7    141.2
27    9    22.68
28    56    22.1
29    5    45.4
30    23    27.83
31    9    7.089
32    21    36.54
33    50    27.85
34    39    31.59
35    17    54.98
16    36    24.09
37    17    44.04
38    49    126.8
39    59    18.25
40    34    15.14
41    13    33.03
42    32    35.25
43    60    60.88
44    19    19.96
45    35    63.98
46    55    23.35
47    69    26.47
48    31    5.278
49    51    23.55
50    55    41.4
51    54    97.89
52    10    78.25
53    48    10.23
54    20    46.36
55    61    70.14
1    56    55.26
57    38    101.4
58    32    32.7
59    1    57.87
60    29    30.95
61    73    65.14
62    76    11.64
63    25    96.13
64    70    79.98
65    75    12.69
66    62    57.45
67    8    154.3
68    63    151.4
69    58    46.71
70    71    58.75
71    49    57.67
72    26    140.6
73    30    14.28
74    64    199.7
75    63    77.06
76    78    164.9
77    7    89.1
78    65    31.13
65    25    119.5
21    17    99.92
52    70    97.07
51    52    107.1
66    78    231.9
41    42    55.36
76    68    326.1
65    68    160.4
19    60    87.88
45    18    232.9
11    6    54.84
53    31    12.83
13    27    64.13
36    50    172.6
30    24    61.69
27    5    36.66
29    12    68.83
8    38    346.2
12    27    64.05
9    30    45
8    3    410.2
68    78    178.4
22    3    98.17 ;

param d :=
1   63
2   75
3   90
4   110
5   125
6   140
7   160
8   180
9   200
10   250
11   280
12   315 ;

param E :=
1   45
2   18
3   11
4   13
5   15
6   23
7   14
8   14
9   17
10   16
11   15
12   12
13   20
14   11
15   10
16   9
17   8
18   15
19   17
20   15
21   12
22   15
23   17
24   17
25   16
26   7
27   13
28   13
29   21
30   13
31   11
32   16
33   9
34   12
35   11
36   14
37   10
38   17
39   23
40   15
41   11
42   10
43   18
44   12
45   14
46   20
47   20
48   17
49   17
50   15
51   14
52   13
53   23
54   21
55   20
56   17
57   17
58   16
59   18
60   17
61   14
62   15
63   16
64   9
65   17
66   17
67   16
68   17
69   17
70   14
71   20
72   13
73   6
74   15
75   20
76   17
77   13
78   20 ;

param P :=
1   0
2   0
3   0
4   0
5   0
6   0
7   0
8   0
9   0
10   0
11   0
12   0
13   0
14   0
15   0
16   0
17   0
18   0
19   0
20   0
21   0
22   0
23   0
24   0
25   0
26   0
27   0
28   0
29   0
30   0
31   0
32   0
33   0
34   0
35   0
36   0
37   0
38   0
39   0
40   0
41   0
42   0
43   0
44   0
45   0
46   0
47   0
48   0
49   0
50   0
51   0
52   0
53   0
54   0
55   0
56   0
57   0
58   0
59   0
60   0
61   0
62   0
63   0
64   0
65   0
66   0
67   0
68   0
69   0
70   0
71   0
72   0
73   0
74   0
75   0
76   0
77   0
78   0 ;

param D :=
1   -494.38545999999997
2   0.00787
3   0.124
4   0.0508
5   0.0184
6   0.0142
7   0.0799
8   0.229
9   0.0219
10   0.0281
11   0.039
12   0.0342
13   0.0317
14   0.00488
15   0.0191
16   0.0118
17   0.0505
18   0.0739
19   0.0424
20   0.0198
21   0.0358
22   0.0399
23   0.0213
24   0.0263
25   0.0641
26   0.0606
27   0.0403
28   0.00475
29   0.0412
30   0.032
31   0.00542
32   0.0225
33   0.0238
34   0.01
35   0.0256
36   0.0423
37   0.0299
38   0.123
39   0.0215
40   0.00675
41   0.0311
42   0.0195
43   0.0467
44   0.00429
45   0.0638
46   0.00502
47   0.0295
48   0.00576
49   0.0447
50   0.052
51   0.0491
52   0.0656
53   0.00572
54   0.031
55   0.029
56   0.0232
57   0.0218
58   0.0248
59   0.0164
60   0.0386
61   0.0291
62   0
63   0.17
64   0.17
65   0.17
66   0.17
67   0.309
68   1.63
69   0.146
70   0.577
71   0.14
72   0.353
73   0.0953
74   0.24
75   122
76   122
77   122
78   122 ;

param C :=
1   116
2   172
3   231
4   340
5   461
6   576
7   750
8   945
9   1113
10   1762
11   2210
12   2794 ;

param R :=
1   140
2   140
3   140
4   140
5   140
6   140
7   140
8   140
9   140
10   140
11   140
12   140 ;

param Source:= 1 ;
